ds,yhat,yhat_lower,yhat_upper
2022-02-28,1652.3597400613155,1647.0071734805492,1657.6333434865228
2022-03-01,1659.1654176062088,1653.6407870250266,1664.546426675344
2022-03-02,1665.894171219226,1660.4633846409727,1671.3926663119514
2022-03-03,1672.6438687479083,1667.2157696472186,1677.6867338527857
2022-03-04,1679.320012692003,1674.0487666008776,1684.7952221222297
2022-03-05,1685.1670960883039,1679.9497204320094,1690.5193241522938
2022-03-06,1692.3849412955958,1686.6492925166692,1698.1081260787003
2022-03-07,1699.2423125290788,1693.9174014400792,1704.2738564813162
2022-03-08,1706.0479900739724,1700.7480466425864,1711.2399208702666
2022-03-09,1712.7767436869897,1707.2402124825633,1718.2726200099255
2022-03-10,1719.5264412156719,1714.2194514491907,1724.827652323664
2022-03-11,1726.2025851597673,1720.8467966793862,1731.4589072952297
2022-03-12,1732.0496685560677,1726.8607142484136,1737.316042799135
2022-03-13,1738.4753195960084,1732.678965212903,1744.454953075247
2022-03-14,1744.5404966621375,1738.8836668394451,1749.8384651982906
2022-03-15,1750.5539800396796,1745.2110733064405,1755.3991137965509
2022-03-16,1756.4905394853442,1751.0203016024648,1761.723286939101
2022-03-17,1762.448042846673,1757.1092259334557,1768.1466278418352
2022-03-18,1768.3319926234153,1763.0991540166833,1773.698815394855
2022-03-19,1773.3868818523638,1768.288113859354,1779.0649406802936
2022-03-20,1779.8125328923054,1774.4555336001088,1785.4349604436393
2022-03-21,1785.877709958434,1780.2797391948282,1791.4384595951863
2022-03-22,1791.891193335974,1786.7091601337497,1797.4723863082518
2022-03-23,1797.8277527816408,1792.6431695127235,1803.533890883847
2022-03-24,1803.7852561429704,1798.0126014813145,1809.542296115627
2022-03-25,1809.6692059197135,1804.1908669111424,1815.1372017486765
2022-03-26,1814.7240951486613,1809.5054531589806,1820.342496380429
2022-03-27,1821.149746188602,1815.7958313837646,1826.2972384856873
2022-03-28,1827.2149232547308,1821.5406995650903,1832.9128453193805
2022-03-29,1833.2284066322713,1827.3135641663177,1838.8858776061172
2022-03-30,1839.1649660779367,1833.3410769632392,1844.7799712558326
2022-03-31,1845.1224694392672,1839.8000591539576,1850.56122233438
2022-04-01,1851.0064192160094,1845.5307921083731,1856.7421517253304
2022-04-02,1856.0613084449571,1850.5648795598136,1861.7262507050032
2022-04-03,1862.4869594848983,1856.7719490888778,1867.7362877068274
2022-04-04,1868.5521365510267,1863.341674132994,1873.9509517204572
2022-04-05,1874.0982952178683,1868.7550756675278,1879.5762495499966
2022-04-06,1879.5675299528332,1873.9391217058019,1884.9212309346574
2022-04-07,1885.0577086034648,1879.3741346015734,1890.238643712108
2022-04-08,1890.4743336695071,1885.0096106475178,1896.146293194009
2022-04-09,1895.0618981877553,1889.4616231741936,1900.5676650747878
2022-04-10,1901.0202245169953,1895.747492950363,1906.2957331183177
2022-04-11,1906.618076872425,1901.323162330631,1911.7737322859837
2022-04-12,1912.164235539267,1906.435167455246,1917.3095513140295
2022-04-13,1917.633470274234,1912.546294406553,1923.2999211395709
2022-04-14,1923.1236489248638,1917.7752594590356,1928.9481305247555
2022-04-15,1928.5402739909057,1922.933664887608,1933.7878569222419
2022-04-16,1933.1278385091543,1927.5155594438547,1938.6740696493741
2022-04-17,1939.0861648383955,1933.2610929960626,1944.4765746391085
2022-04-18,1944.6840171938245,1938.7471296567603,1949.9751820447636
2022-04-19,1950.230175860666,1944.5013935857417,1955.5711147819532
2022-04-20,1955.6994105956326,1950.392721352396,1961.279190705383
2022-04-21,1961.1895892462626,1955.5619074294723,1966.4101904210604
2022-04-22,1966.6062143123072,1961.2390182477398,1972.0974605976883
2022-04-23,1971.1937788305536,1965.519852982431,1976.4768458979245
2022-04-24,1977.1521051597942,1971.6271923144652,1982.8827627816815
2022-04-25,1982.7499575152242,1977.7206706870952,1988.0754727357119
2022-04-26,1988.2961161820654,1982.7728968890262,1993.922208445646
2022-04-27,1993.765350917032,1988.4634603943366,1999.051425820461
2022-04-28,1999.2555295676623,1994.0868984103,2004.3808897765743
2022-04-29,2004.3492224717027,1998.998464642238,2009.4873049466876
2022-04-30,2008.6138548279466,2003.756973197957,2014.1480790840374
2022-05-01,2014.2492489951858,2009.109986848108,2019.5761123566713
2022-05-02,2019.524169188612,2013.8967870602407,2024.6915496286322
2022-05-03,2024.7473956934502,2019.2801694883794,2030.5413777565318
2022-05-04,2029.8936982664136,2024.2559441317674,2035.512249524153
2022-05-05,2035.060944755041,2029.7718903544878,2040.701270020632
2022-05-06,2040.1546376590832,2034.6114366192417,2045.5527394741466
2022-05-07,2044.4192700153274,2038.817580353237,2049.6626558697694
2022-05-08,2050.0546641825663,2044.7458851568313,2055.338169279463
2022-05-09,2055.329584375992,2049.9300316152885,2060.6348458572943
2022-05-10,2060.552810880831,2054.8768477259855,2066.103873433555
2022-05-11,2065.6991134537943,2060.305584192931,2071.0712464540834
2022-05-12,2070.8663599424217,2065.634019733878,2075.7878559525693
2022-05-13,2075.960052846462,2070.756767039125,2081.449653793987
2022-05-14,2080.224685202707,2074.8350533084613,2085.8782200476367
2022-05-15,2085.860079369947,2080.65496157023,2091.3032174141294
2022-05-16,2091.1349995633727,2085.7310168839103,2096.2334623375505
2022-05-17,2096.358226068209,2091.2918918887244,2101.985030069666
2022-05-18,2101.5045286411732,2095.9679544222636,2106.9718889747073
2022-05-19,2106.6717751298015,2101.2223494051254,2112.352265995504
2022-05-20,2111.765468033841,2106.5938004684876,2117.1599821653153
2022-05-21,2116.0301003900872,2110.235647555636,2121.3221388100606
2022-05-22,2121.4177239165865,2115.9966387827953,2127.007877371015
2022-05-23,2126.4448734692696,2121.2310543297176,2131.755229364763
2022-05-24,2131.420329333368,2126.3103500114184,2137.170837425715
2022-05-25,2136.3188612655913,2131.050615385955,2141.6008014129825
2022-05-26,2141.238337113478,2135.9346642934293,2146.9611626041165
2022-05-27,2146.084259376777,2140.6931462707594,2151.3188781463273
2022-05-28,2150.101121092282,2144.94102799348,2155.4224203081367
2022-05-29,2155.4887446187795,2150.2313802357276,2160.7425786579465
2022-05-30,2160.515894171466,2154.656707388414,2166.1814744983103
2022-05-31,2165.491350035564,2159.7235831891167,2170.986646403506
2022-06-01,2170.389881967785,2165.018189189642,2175.8684245176587
2022-06-02,2175.3093578156727,2169.575497836597,2180.454326658168
2022-06-03,2180.155280078973,2174.7085127273726,2185.510244870446
2022-06-04,2184.1721417944764,2178.5570952708213,2189.6680009659863
2022-06-05,2189.559765320974,2184.1204658710435,2194.9627807552038
2022-06-06,2194.58691487366,2189.087850306399,2200.2351327857305
2022-06-07,2199.562370737758,2194.2231980506144,2205.26364701761
2022-06-08,2204.460902669982,2198.972210867488,2209.3477420740837
2022-06-09,2209.380378517867,2204.304201417449,2214.9766458612285
2022-06-10,2214.2263007811684,2208.568758722885,2219.3105696225184
2022-06-11,2218.243162496671,2212.7851830921204,2223.754543849538
2022-06-12,2223.6307860231695,2218.0666713069145,2228.771443157855
2022-06-13,2228.6579355758554,2223.3191500323333,2234.028084241574
2022-06-14,2233.437848082478,2228.315166324741,2239.1122776932093
2022-06-15,2238.140836657223,2232.7147132778937,2243.5331704211126
2022-06-16,2242.864769147633,2237.5566045201,2248.8234710414954
2022-06-17,2247.515148053458,2242.12953019761,2252.3774620638724
2022-06-18,2251.336466411485,2245.5669171238933,2256.862180220835
2022-06-19,2256.528546580506,2251.369556843759,2261.743418761434
2022-06-20,2261.3601527757182,2256.23075170551,2266.793912095668
2022-06-21,2266.1400652823395,2260.9589694399656,2271.679999730214
